time,pressure,temp,depth
2023-12-13 12:52:38.784761,1010.1,23.57,-0.03
2023-12-13 12:52:39.078182,1009.8,23.57,-0.03
2023-12-13 12:52:39.370696,1009.8,23.57,-0.03
2023-12-13 12:52:39.662383,1009.8,23.57,-0.03
2023-12-13 12:52:39.955748,1009.8,23.57,-0.03
2023-12-13 12:52:40.247770,1009.5,23.57,-0.04
2023-12-13 12:52:40.540583,1009.6,23.57,-0.03
2023-12-13 12:52:40.832372,1009.7,23.57,-0.03
2023-12-13 12:52:41.125891,1010.1,23.57,-0.03
2023-12-13 12:52:41.418276,1010.1,23.57,-0.03
2023-12-13 12:52:41.710686,1009.4,23.57,-0.04
2023-12-13 12:52:42.002858,1010.0,23.57,-0.03
2023-12-13 12:52:42.295954,1009.5,23.57,-0.04
2023-12-13 12:52:42.588448,1009.9,23.57,-0.03
2023-12-13 12:52:42.880477,1009.9,23.57,-0.03
2023-12-13 12:52:43.172383,1009.9,23.57,-0.03
2023-12-13 12:52:43.464910,1009.8,23.57,-0.03
2023-12-13 12:52:43.758797,1009.5,23.57,-0.04
2023-12-13 12:52:44.051654,1009.9,23.57,-0.03
2023-12-13 12:52:44.343381,1009.9,23.57,-0.03
2023-12-13 12:52:44.635551,1010.1,23.57,-0.03
2023-12-13 12:52:44.928181,1009.9,23.57,-0.03
2023-12-13 12:52:45.220508,1009.8,23.57,-0.03
2023-12-13 12:52:45.512330,1010.0,23.57,-0.03
2023-12-13 12:52:45.806045,1010.0,23.57,-0.03
2023-12-13 12:52:46.099159,1009.4,23.57,-0.04
2023-12-13 12:52:46.390564,1010.3,23.56,-0.03
2023-12-13 12:52:46.683400,1009.8,23.57,-0.03
2023-12-13 12:52:46.974796,1009.4,23.57,-0.04
2023-12-13 12:52:47.267553,1009.3,23.57,-0.04
2023-12-13 12:52:47.560871,1009.7,23.57,-0.03
2023-12-13 12:52:47.852330,1010.1,23.57,-0.03
2023-12-13 12:52:48.148534,1009.6,23.57,-0.03
2023-12-13 12:52:48.437422,1010.0,23.57,-0.03
2023-12-13 12:52:48.730533,1009.9,23.57,-0.03
2023-12-13 12:52:49.022223,1009.4,23.57,-0.04
2023-12-13 12:52:49.315733,1009.7,23.57,-0.03
2023-12-13 12:52:49.607697,1009.6,23.57,-0.03
2023-12-13 12:52:49.900518,1010.1,23.57,-0.03
2023-12-13 12:52:50.192688,1009.8,23.56,-0.03
2023-12-13 12:52:50.484594,1009.9,23.57,-0.03
2023-12-13 12:52:50.777670,1009.7,23.57,-0.03
2023-12-13 12:52:51.070512,1009.9,23.57,-0.03
2023-12-13 12:52:51.363511,1009.9,23.56,-0.03
2023-12-13 12:52:51.654850,1010.0,23.56,-0.03
2023-12-13 12:52:51.946889,1010.0,23.56,-0.03
