time,pressure,temp,depth
2023-12-13 12:55:23.050594,1009.7,23.55,-0.03
2023-12-13 12:55:23.073599,1010.3,23.55,-0.03
2023-12-13 12:55:23.364864,1009.8,23.55,-0.03
2023-12-13 12:55:23.657235,1010.3,23.55,-0.03
2023-12-13 12:55:23.949712,1010.3,23.55,-0.03
2023-12-13 12:55:24.243094,1009.9,23.55,-0.03
2023-12-13 12:55:24.534631,1010.5,23.55,-0.03
2023-12-13 12:55:24.826825,1009.9,23.55,-0.03
2023-12-13 12:55:25.119544,1009.6,23.55,-0.03
2023-12-13 12:55:25.411585,1010.1,23.55,-0.03
2023-12-13 12:55:25.705248,1010.0,23.56,-0.03
2023-12-13 12:55:25.996714,1010.1,23.55,-0.03
2023-12-13 12:55:26.292888,1009.7,23.55,-0.03
2023-12-13 12:55:26.581728,1010.2,23.55,-0.03
2023-12-13 12:55:26.874162,1010.5,23.55,-0.03
2023-12-13 12:55:27.166951,1010.2,23.56,-0.03
2023-12-13 12:55:27.458969,1009.9,23.55,-0.03
2023-12-13 12:55:27.751778,1009.7,23.56,-0.03
2023-12-13 12:55:28.044549,1009.8,23.55,-0.03
2023-12-13 12:55:28.337440,1010.0,23.56,-0.03
2023-12-13 12:55:28.628662,1010.3,23.56,-0.03
2023-12-13 12:55:28.921595,1009.9,23.56,-0.03
2023-12-13 12:55:29.214542,1010.3,23.56,-0.03
2023-12-13 12:55:29.506791,1010.1,23.56,-0.03
2023-12-13 12:55:29.798436,1010.2,23.56,-0.03
2023-12-13 12:55:30.091546,1009.9,23.56,-0.03
2023-12-13 12:55:30.384487,1010.1,23.56,-0.03
2023-12-13 12:55:30.675631,1009.9,23.56,-0.03
2023-12-13 12:55:30.968886,1010.0,23.56,-0.03
2023-12-13 12:55:31.260629,1009.8,23.56,-0.03
2023-12-13 12:55:31.553881,1009.6,23.56,-0.03
2023-12-13 12:55:31.846883,1010.3,23.56,-0.03
2023-12-13 12:55:32.139900,1010.0,23.56,-0.03
2023-12-13 12:55:32.432069,1009.8,23.56,-0.03
2023-12-13 12:55:32.723925,1009.8,23.56,-0.03
2023-12-13 12:55:33.015880,1010.0,23.56,-0.03
2023-12-13 12:55:33.308833,1010.1,23.56,-0.03
2023-12-13 12:55:33.601148,1009.9,23.56,-0.03
2023-12-13 12:55:33.893663,1009.9,23.56,-0.03
2023-12-13 12:55:34.185493,1010.7,23.56,-0.02
2023-12-13 12:55:34.477899,1009.8,23.56,-0.03
2023-12-13 12:55:34.771565,1010.2,23.56,-0.03
2023-12-13 12:55:35.063602,1010.2,23.56,-0.03
2023-12-13 12:55:35.355598,1009.7,23.56,-0.03
2023-12-13 12:55:35.647884,1009.5,23.56,-0.04
2023-12-13 12:55:35.940590,1009.6,23.56,-0.03
2023-12-13 12:55:36.234243,1010.0,23.56,-0.03
2023-12-13 12:55:36.525502,1009.9,23.56,-0.03
2023-12-13 12:55:36.818661,1009.8,23.56,-0.03
2023-12-13 12:55:37.110266,1009.8,23.56,-0.03
2023-12-13 12:55:37.404677,1010.0,23.56,-0.03
2023-12-13 12:55:37.696322,1009.9,23.56,-0.03
2023-12-13 12:55:37.988447,1009.6,23.56,-0.03
2023-12-13 12:55:38.281718,1009.7,23.56,-0.03
2023-12-13 12:55:38.573674,1009.7,23.56,-0.03
2023-12-13 12:55:38.865499,1010.1,23.56,-0.03
2023-12-13 12:55:39.158709,1010.2,23.56,-0.03
2023-12-13 12:55:39.450293,1009.9,23.56,-0.03
2023-12-13 12:55:39.743701,1010.0,23.56,-0.03
2023-12-13 12:55:40.037236,1009.8,23.56,-0.03
2023-12-13 12:55:40.328611,1010.0,23.56,-0.03
2023-12-13 12:55:40.622038,1009.9,23.56,-0.03
2023-12-13 12:55:40.913425,1010.0,23.56,-0.03
2023-12-13 12:55:41.205257,1009.5,23.56,-0.04
2023-12-13 12:55:41.498511,1009.9,23.56,-0.03
2023-12-13 12:55:41.790529,1009.9,23.56,-0.03
2023-12-13 12:55:42.084493,1009.9,23.56,-0.03
2023-12-13 12:55:42.375619,1010.2,23.56,-0.03
2023-12-13 12:55:42.668665,1010.0,23.56,-0.03
2023-12-13 12:55:42.960140,1010.1,23.56,-0.03
2023-12-13 12:55:43.252737,1009.6,23.56,-0.03
2023-12-13 12:55:43.544830,1009.4,23.56,-0.04
2023-12-13 12:55:43.838728,1010.0,23.56,-0.03
2023-12-13 12:55:44.129844,1010.1,23.56,-0.03
2023-12-13 12:55:44.423481,1009.3,23.56,-0.04
2023-12-13 12:55:44.715355,1010.2,23.56,-0.03
2023-12-13 12:55:45.007620,1009.6,23.56,-0.03
2023-12-13 12:55:45.300285,1010.2,23.56,-0.03
2023-12-13 12:55:45.593712,1009.7,23.56,-0.03
2023-12-13 12:55:45.884982,1009.9,23.56,-0.03
2023-12-13 12:55:46.177732,1009.7,23.56,-0.03
2023-12-13 12:55:46.470610,1010.0,23.56,-0.03
2023-12-13 12:55:46.762735,1009.9,23.56,-0.03
2023-12-13 12:55:47.055443,1010.1,23.56,-0.03
2023-12-13 12:55:47.348696,1010.2,23.56,-0.03
2023-12-13 12:55:47.640588,1010.3,23.56,-0.03
2023-12-13 12:55:47.932091,1010.2,23.56,-0.03
2023-12-13 12:55:48.224727,1009.8,23.56,-0.03
2023-12-13 12:55:48.517506,1009.8,23.56,-0.03
2023-12-13 12:55:48.809935,1010.8,23.56,-0.02
2023-12-13 12:55:49.102235,1009.8,23.56,-0.03
